STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 02,Minimal,Jan-12-2019,2,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 03,Minimal,Dec-22-2018,51,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 03,Minimal,Jan-05-2019,1,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 03,Minimal,Jan-19-2019,3,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"""Influenza Activity and Surveillance""",Level 03,Minimal,Jan-26-2019,4,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 04,Low,Dec-29-2018,52,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 01,Minimal,Oct-27-2018,43,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 02,Minimal,Nov-10-2018,45,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 02,Minimal,Nov-17-2018,46,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 02,Minimal,Nov-24-2018,47,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 02,Minimal,Dec-08-2018,49,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 03,Minimal,Nov-03-2018,44,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 03,Minimal,Dec-01-2018,48,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 04,Low,Dec-15-2018,50,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 04,Low,Dec-22-2018,51,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 04,Low,Jan-19-2019,3,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 05,Low,Jan-05-2019,1,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"""Weekly Influenza Activity: Statistics""",Level 05,Low,Jan-26-2019,4,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 06,Moderate,Dec-29-2018,52,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 08,High,Jan-12-2019,2,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 01,Minimal,Oct-27-2018,43,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 10,High,Dec-29-2018,52,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 02,Minimal,Nov-03-2018,44,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 03,Minimal,Nov-10-2018,45,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 04,Low,Nov-17-2018,46,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 04,Low,Nov-24-2018,47,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 04,Low,Dec-01-2018,48,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 04,Low,Dec-08-2018,49,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 04,Low,Dec-15-2018,50,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 05,Low,Jan-12-2019,2,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 06,Moderate,Jan-19-2019,3,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 07,Moderate,Dec-22-2018,51,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 07,Moderate,Jan-05-2019,1,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"""Mississippi Flu Surveillance and Influenza-Like Illness Reports""",Level 09,High,Jan-26-2019,4,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 01,Minimal,Oct-06-2018,40,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 01,Minimal,Oct-13-2018,41,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 01,Minimal,Oct-20-2018,42,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 01,Minimal,Oct-27-2018,43,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 01,Minimal,Nov-17-2018,46,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 01,Minimal,Nov-24-2018,47,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 02,Minimal,Nov-03-2018,44,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 02,Minimal,Nov-10-2018,45,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 02,Minimal,Dec-01-2018,48,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 03,Minimal,Dec-08-2018,49,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 03,Minimal,Jan-12-2019,2,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 04,Low,Dec-15-2018,50,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 05,Low,Dec-22-2018,51,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 05,Low,Jan-05-2019,1,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 05,Low,Jan-19-2019,3,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"""Influenza Data & Statistical Reports """,Level 06,Moderate,Jan-26-2019,4,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 07,Moderate,Dec-29-2018,52,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 01,Minimal,Oct-27-2018,43,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 01,Minimal,Nov-03-2018,44,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 01,Minimal,Nov-10-2018,45,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 01,Minimal,Nov-17-2018,46,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 01,Minimal,Nov-24-2018,47,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 01,Minimal,Dec-01-2018,48,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 01,Minimal,Dec-08-2018,49,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 01,Minimal,Dec-15-2018,50,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 01,Minimal,Dec-22-2018,51,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 02,Minimal,Jan-05-2019,1,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 02,Minimal,Jan-12-2019,2,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 02,Minimal,Jan-19-2019,3,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 03,Minimal,Dec-29-2018,52,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"""Influenza: What You Need to Know""",Level 03,Minimal,Jan-26-2019,4,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 01,Minimal,Oct-27-2018,43,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 01,Minimal,Nov-03-2018,44,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 01,Minimal,Nov-10-2018,45,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 01,Minimal,Nov-17-2018,46,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 01,Minimal,Dec-01-2018,48,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 10,High,Dec-29-2018,52,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 10,High,Jan-05-2019,1,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 10,High,Jan-12-2019,2,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 10,High,Jan-19-2019,3,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"""Weekly Flu Report""",Level 10,High,Jan-26-2019,4,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 02,Minimal,Nov-24-2018,47,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 02,Minimal,Dec-08-2018,49,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 03,Minimal,Dec-15-2018,50,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 09,High,Dec-22-2018,51,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance  News Releases and Brochures""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance  News Releases and Brochures""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance  News Releases and Brochures""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance  News Releases and Brochures""""",Level 01,Minimal,Oct-27-2018,43,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance  News Releases and Brochures""""",Level 01,Minimal,Nov-03-2018,44,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance  News Releases and Brochures""""",Level 01,Minimal,Nov-10-2018,45,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance  News Releases and Brochures""""",Level 01,Minimal,Nov-17-2018,46,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance  News Releases and Brochures""""",Level 02,Minimal,Nov-24-2018,47,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance  News Releases and Brochures""""",Level 02,Minimal,Dec-01-2018,48,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance  News Releases and Brochures""""",Level 02,Minimal,Dec-08-2018,49,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance  News Releases and Brochures""""",Level 03,Minimal,Dec-15-2018,50,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance  News Releases and Brochures""""",Level 05,Low,Jan-05-2019,1,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance  News Releases and Brochures""""",Level 05,Low,Jan-19-2019,3,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"""Influenza (Flu): Surveillance, News Releases and Brochures""",Level 05,Low,Jan-26-2019,4,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance  News Releases and Brochures""""",Level 06,Moderate,Dec-22-2018,51,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance  News Releases and Brochures""""",Level 06,Moderate,Jan-12-2019,2,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance  News Releases and Brochures""""",Level 08,High,Dec-29-2018,52,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 01,Minimal,Oct-06-2018,40,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 01,Minimal,Oct-13-2018,41,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 01,Minimal,Oct-20-2018,42,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 01,Minimal,Oct-27-2018,43,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 01,Minimal,Nov-03-2018,44,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 01,Minimal,Nov-10-2018,45,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 01,Minimal,Nov-17-2018,46,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 01,Minimal,Nov-24-2018,47,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 01,Minimal,Dec-01-2018,48,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 01,Minimal,Dec-08-2018,49,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 01,Minimal,Dec-15-2018,50,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 01,Minimal,Dec-22-2018,51,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 01,Minimal,Jan-05-2019,1,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 02,Minimal,Dec-29-2018,52,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"""Influenza Control and Surveillance""",Level 06,Moderate,Jan-26-2019,4,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 07,Moderate,Jan-19-2019,3,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 08,High,Jan-12-2019,2,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 10,High,Dec-29-2018,52,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 10,High,Jan-05-2019,1,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 10,High,Jan-12-2019,2,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 10,High,Jan-19-2019,3,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"""Seasonal Influenza - Surveillance""",Level 10,High,Jan-26-2019,4,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 02,Minimal,Oct-06-2018,40,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 02,Minimal,Oct-13-2018,41,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 02,Minimal,Oct-20-2018,42,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 03,Minimal,Oct-27-2018,43,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 03,Minimal,Nov-03-2018,44,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 03,Minimal,Nov-10-2018,45,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 04,Low,Nov-17-2018,46,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 04,Low,Dec-01-2018,48,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 05,Low,Nov-24-2018,47,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 05,Low,Dec-08-2018,49,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 07,Moderate,Dec-15-2018,50,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 09,High,Dec-22-2018,51,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 01,Minimal,Oct-06-2018,40,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 01,Minimal,Oct-13-2018,41,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 01,Minimal,Oct-20-2018,42,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 01,Minimal,Oct-27-2018,43,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 01,Minimal,Nov-03-2018,44,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 01,Minimal,Nov-10-2018,45,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 01,Minimal,Nov-17-2018,46,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 01,Minimal,Nov-24-2018,47,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 10,High,Dec-22-2018,51,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 10,High,Dec-29-2018,52,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 10,High,Jan-05-2019,1,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 10,High,Jan-12-2019,2,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 10,High,Jan-19-2019,3,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"""Flu in New Mexico""",Level 10,High,Jan-26-2019,4,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 02,Minimal,Dec-01-2018,48,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 02,Minimal,Dec-08-2018,49,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 04,Low,Dec-15-2018,50,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity  Surveillance and Reports""""",Level 01,Minimal,Oct-06-2018,40,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity  Surveillance and Reports""""",Level 01,Minimal,Oct-13-2018,41,2018-19
